item,lexicon,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,unchanged_qt
152,KEEP,chain,backadj,DR_k2,DR,2,False,True,False
152,KEEP,chain,backadj,SCRAMBLE,SCRAMBLE,0,True,True,True
152,PSEUDO,chain,backadj,DR_k1,DR,1,False,True,False
152,PSEUDO,chain,backadj,DR_k2,DR,2,False,True,False
152,PSEUDO,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
153,KEEP,chain,backadj,DR_k1,DR,1,False,True,False
153,KEEP,chain,backadj,DR_k2,DR,2,False,True,False
153,KEEP,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
153,PSEUDO,chain,backadj,DR_k1,DR,1,False,True,False
153,PSEUDO,chain,backadj,DR_k2,DR,2,False,True,False
153,PSEUDO,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
154,KEEP,chain,backadj,DR_k1,DR,1,False,True,False
154,KEEP,chain,backadj,DR_k2,DR,2,False,True,False
154,KEEP,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
154,PSEUDO,chain,backadj,DR_k1,DR,1,False,True,False
154,PSEUDO,chain,backadj,DR_k2,DR,2,False,True,False
154,PSEUDO,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
155,KEEP,chain,ate,DR_k1,DR,1,False,True,False
155,KEEP,chain,ate,DR_k2,DR,2,False,True,False
155,KEEP,chain,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
155,PSEUDO,chain,ate,DR_k1,DR,1,False,True,False
155,PSEUDO,chain,ate,DR_k2,DR,2,False,True,False
155,PSEUDO,chain,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
156,KEEP,chain,backadj,DR_k1,DR,1,False,True,False
156,KEEP,chain,backadj,DR_k2,DR,2,False,True,False
156,KEEP,chain,backadj,SCRAMBLE,SCRAMBLE,0,True,True,True
156,PSEUDO,chain,backadj,DR_k1,DR,1,False,True,False
156,PSEUDO,chain,backadj,DR_k2,DR,2,False,True,False
156,PSEUDO,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
157,KEEP,chain,backadj,DR_k1,DR,1,False,True,False
157,KEEP,chain,backadj,DR_k2,DR,2,False,True,False
157,KEEP,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
157,PSEUDO,chain,backadj,DR_k1,DR,1,False,True,False
157,PSEUDO,chain,backadj,DR_k2,DR,2,False,True,False
157,PSEUDO,chain,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
158,KEEP,chain,ate,DR_k1,DR,1,False,True,False
158,KEEP,chain,ate,DR_k2,DR,2,False,True,False
158,KEEP,chain,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
158,PSEUDO,chain,ate,DR_k1,DR,1,False,True,False
158,PSEUDO,chain,ate,DR_k2,DR,2,False,True,False
158,PSEUDO,chain,ate,SCRAMBLE,SCRAMBLE,0,True,True,True
159,KEEP,chain,ate,DR_k1,DR,1,False,True,False
159,KEEP,chain,ate,DR_k2,DR,2,False,True,False
159,KEEP,chain,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
159,PSEUDO,chain,ate,DR_k1,DR,1,False,True,False
159,PSEUDO,chain,ate,DR_k2,DR,2,False,True,False
159,PSEUDO,chain,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
160,KEEP,chain,ett,DR_k1,DR,1,False,True,False
160,KEEP,chain,ett,DR_k2,DR,2,False,True,False
160,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
160,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
160,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
160,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,True,True,True
161,KEEP,chain,nie,DR_k1,DR,1,False,True,False
161,KEEP,chain,nie,DR_k2,DR,2,False,True,False
161,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
161,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
161,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
161,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
162,KEEP,chain,nie,DR_k1,DR,1,False,True,False
162,KEEP,chain,nie,DR_k2,DR,2,False,True,False
162,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
162,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
162,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
162,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
163,KEEP,chain,nie,DR_k1,DR,1,False,True,False
163,KEEP,chain,nie,DR_k2,DR,2,False,True,False
163,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
163,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
163,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
163,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
164,KEEP,chain,nie,DR_k1,DR,1,False,True,False
164,KEEP,chain,nie,DR_k2,DR,2,False,True,False
164,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
164,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
164,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
164,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
165,KEEP,chain,ett,DR_k1,DR,1,False,True,False
165,KEEP,chain,ett,DR_k2,DR,2,False,True,False
165,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,True,True,True
165,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
165,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
165,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
166,KEEP,chain,det-counterfactual,DR_k1,DR,1,False,True,False
166,KEEP,chain,det-counterfactual,DR_k2,DR,2,False,True,False
166,KEEP,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
166,PSEUDO,chain,det-counterfactual,DR_k1,DR,1,False,True,False
166,PSEUDO,chain,det-counterfactual,DR_k2,DR,2,False,True,False
166,PSEUDO,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
167,KEEP,chain,det-counterfactual,DR_k1,DR,1,False,True,False
167,KEEP,chain,det-counterfactual,DR_k2,DR,2,False,True,False
167,KEEP,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
167,PSEUDO,chain,det-counterfactual,DR_k1,DR,1,False,True,False
167,PSEUDO,chain,det-counterfactual,DR_k2,DR,2,False,True,False
167,PSEUDO,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
168,KEEP,chain,nie,DR_k1,DR,1,False,True,False
168,KEEP,chain,nie,DR_k2,DR,2,False,True,False
168,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
168,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
168,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
168,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
169,KEEP,chain,ett,DR_k1,DR,1,False,True,False
169,KEEP,chain,ett,DR_k2,DR,2,False,True,False
169,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
169,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
169,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
169,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
170,KEEP,chain,nie,DR_k1,DR,1,False,True,False
170,KEEP,chain,nie,DR_k2,DR,2,False,True,False
170,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
170,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
170,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
170,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
171,KEEP,chain,nie,DR_k1,DR,1,False,True,False
171,KEEP,chain,nie,DR_k2,DR,2,False,True,False
171,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
171,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
171,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
171,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
172,KEEP,chain,ett,DR_k1,DR,1,False,True,False
172,KEEP,chain,ett,DR_k2,DR,2,False,True,False
172,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
172,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
172,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
172,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
173,KEEP,chain,nie,DR_k1,DR,1,False,True,False
173,KEEP,chain,nie,DR_k2,DR,2,False,True,False
173,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
173,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
173,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
173,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
174,KEEP,chain,ett,DR_k1,DR,1,False,True,False
174,KEEP,chain,ett,DR_k2,DR,2,False,True,False
174,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
174,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
174,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
174,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
175,KEEP,chain,nie,DR_k1,DR,1,False,True,False
175,KEEP,chain,nie,DR_k2,DR,2,False,True,False
175,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
175,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
175,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
175,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
176,KEEP,chain,ett,DR_k1,DR,1,False,True,False
176,KEEP,chain,ett,DR_k2,DR,2,False,True,False
176,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,True,True,True
176,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
176,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
176,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
177,KEEP,chain,det-counterfactual,DR_k1,DR,1,False,True,False
177,KEEP,chain,det-counterfactual,DR_k2,DR,2,False,True,False
177,KEEP,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
177,PSEUDO,chain,det-counterfactual,DR_k1,DR,1,False,True,False
177,PSEUDO,chain,det-counterfactual,DR_k2,DR,2,False,True,False
177,PSEUDO,chain,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
178,KEEP,chain,nie,DR_k1,DR,1,False,True,False
178,KEEP,chain,nie,DR_k2,DR,2,False,True,False
178,KEEP,chain,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
178,PSEUDO,chain,nie,DR_k1,DR,1,False,True,False
178,PSEUDO,chain,nie,DR_k2,DR,2,False,True,False
178,PSEUDO,chain,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
179,KEEP,chain,ett,DR_k1,DR,1,False,True,False
179,KEEP,chain,ett,DR_k2,DR,2,False,True,False
179,KEEP,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
179,PSEUDO,chain,ett,DR_k1,DR,1,False,True,False
179,PSEUDO,chain,ett,DR_k2,DR,2,False,True,False
179,PSEUDO,chain,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
180,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
180,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
180,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
180,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
180,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
180,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
181,KEEP,collision,marginal,DR_k1,DR,1,False,True,False
181,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
181,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
181,PSEUDO,collision,marginal,DR_k1,DR,1,False,True,False
181,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
181,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
182,KEEP,collision,marginal,DR_k1,DR,1,False,True,False
182,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
182,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
182,PSEUDO,collision,marginal,DR_k1,DR,1,False,True,False
182,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
182,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
183,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
183,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
183,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
183,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
183,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
183,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
184,KEEP,collision,exp_away,DR_k1,DR,1,False,False,False
184,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
184,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
184,PSEUDO,collision,exp_away,DR_k1,DR,1,False,False,False
184,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
184,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
185,KEEP,collision,exp_away,DR_k1,DR,1,False,False,False
185,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
185,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
185,PSEUDO,collision,exp_away,DR_k1,DR,1,False,False,False
185,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
185,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
186,KEEP,collision,exp_away,DR_k1,DR,1,False,False,False
186,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
186,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,False,False
186,PSEUDO,collision,exp_away,DR_k1,DR,1,False,False,False
186,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
186,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,False,False
187,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
187,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
187,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
187,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
187,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
187,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
188,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
188,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
188,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
188,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
188,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
188,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,False,False
189,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
189,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
189,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
189,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
189,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
189,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
190,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
190,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
190,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
190,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
190,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
190,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
191,KEEP,collision,marginal,DR_k1,DR,1,False,True,False
191,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
191,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
191,PSEUDO,collision,marginal,DR_k1,DR,1,False,True,False
191,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
191,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
192,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
192,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
192,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
192,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
192,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
192,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
193,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
193,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
193,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
193,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
193,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
193,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
194,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
194,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
194,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
194,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
194,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
194,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
195,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
195,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
195,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
195,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
195,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
195,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,False,False
196,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
196,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
196,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
196,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
196,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
196,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,False,False
197,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
197,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
197,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
197,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
197,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
197,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
198,KEEP,collision,exp_away,DR_k1,DR,1,False,True,False
198,KEEP,collision,exp_away,DR_k2,DR,2,False,True,False
198,KEEP,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,True,False
198,PSEUDO,collision,exp_away,DR_k1,DR,1,False,True,False
198,PSEUDO,collision,exp_away,DR_k2,DR,2,False,True,False
198,PSEUDO,collision,exp_away,SCRAMBLE,SCRAMBLE,0,False,False,False
199,KEEP,collision,marginal,DR_k1,DR,1,False,False,False
199,KEEP,collision,marginal,DR_k2,DR,2,False,True,False
199,KEEP,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
199,PSEUDO,collision,marginal,DR_k1,DR,1,False,False,False
199,PSEUDO,collision,marginal,DR_k2,DR,2,False,True,False
199,PSEUDO,collision,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
200,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
200,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
200,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,False,False
200,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
200,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
200,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,False,False
201,KEEP,collision,backadj,DR_k1,DR,1,False,True,False
201,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
201,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
201,PSEUDO,collision,backadj,DR_k1,DR,1,False,True,False
201,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
201,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
202,KEEP,collision,backadj,DR_k1,DR,1,False,True,False
202,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
202,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
202,PSEUDO,collision,backadj,DR_k1,DR,1,False,True,False
202,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
202,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
203,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
203,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
203,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,False,False
203,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
203,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
203,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,False,False
204,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
204,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
204,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
204,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
204,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
204,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
205,KEEP,collision,collider_bias,DR_k1,DR,1,False,False,False
205,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
205,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
205,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,False,False
205,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
205,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
206,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
206,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
206,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
206,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
206,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
206,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
207,KEEP,collision,backadj,DR_k1,DR,1,False,False,False
207,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
207,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
207,PSEUDO,collision,backadj,DR_k1,DR,1,False,False,False
207,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
207,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
208,KEEP,collision,backadj,DR_k1,DR,1,False,False,False
208,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
208,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
208,PSEUDO,collision,backadj,DR_k1,DR,1,False,False,False
208,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
208,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
209,KEEP,collision,backadj,DR_k1,DR,1,False,False,False
209,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
209,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,False,False
209,PSEUDO,collision,backadj,DR_k1,DR,1,False,False,False
209,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
209,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
210,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
210,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
210,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,False,False
210,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
210,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
210,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
211,KEEP,collision,backadj,DR_k1,DR,1,False,False,False
211,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
211,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
211,PSEUDO,collision,backadj,DR_k1,DR,1,False,False,False
211,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
211,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
212,KEEP,collision,collider_bias,DR_k1,DR,1,False,True,False
212,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
212,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
212,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,True,False
212,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
212,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
213,KEEP,collision,backadj,DR_k1,DR,1,False,True,False
213,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
213,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,False,False
213,PSEUDO,collision,backadj,DR_k1,DR,1,False,True,False
213,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
213,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
214,KEEP,collision,collider_bias,DR_k1,DR,1,False,False,False
214,KEEP,collision,collider_bias,DR_k2,DR,2,False,True,False
214,KEEP,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
214,PSEUDO,collision,collider_bias,DR_k1,DR,1,False,False,False
214,PSEUDO,collision,collider_bias,DR_k2,DR,2,False,True,False
214,PSEUDO,collision,collider_bias,SCRAMBLE,SCRAMBLE,0,False,True,False
215,KEEP,collision,backadj,DR_k1,DR,1,False,True,False
215,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
215,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
215,PSEUDO,collision,backadj,DR_k1,DR,1,False,True,False
215,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
215,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
216,KEEP,collision,backadj,DR_k1,DR,1,False,False,False
216,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
216,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
216,PSEUDO,collision,backadj,DR_k1,DR,1,False,False,False
216,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
216,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
217,KEEP,collision,backadj,DR_k1,DR,1,False,True,False
217,KEEP,collision,backadj,DR_k2,DR,2,False,True,False
217,KEEP,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,False,False
217,PSEUDO,collision,backadj,DR_k1,DR,1,False,True,False
217,PSEUDO,collision,backadj,DR_k2,DR,2,False,True,False
217,PSEUDO,collision,backadj,SCRAMBLE,SCRAMBLE,0,False,False,False
